TOTIM           ,  PERIOD        ,   STEP         ,   ZONE         ,         STORAGE,   CONSTANT HEAD,           WELLS,          DRAINS,        RECHARGE,     ET SEGMENTS,  STREAM LEAKAGE,From Other Zones,Total IN        ,         STORAGE,   CONSTANT HEAD,           WELLS,          DRAINS,        RECHARGE,     ET SEGMENTS,  STREAM LEAKAGE,To Other Zones  ,Total Out       , IN-OUT         ,Percent Error   ,   FROM ZONE   0,   FROM ZONE   1,     TO ZONE   0,     TO ZONE   1,
    2.253000E+03,              74,              30,               1,    6.966011E+03,    0.000000E+00,    4.921400E+04,    0.000000E+00,    1.827282E+05,    0.000000E+00,    1.267588E+06,    0.000000E+00,    1.506496E+06,    2.271399E+05,    0.000000E+00,    0.000000E+00,    6.694288E+03,    0.000000E+00,    2.836060E+03,    1.269602E+06,    0.000000E+00,    1.506273E+06,    2.232491E+02,    1.482020E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.284000E+03,              75,              31,               1,    1.469928E+00,    0.000000E+00,    4.921400E+04,    0.000000E+00,    1.109838E+06,    0.000000E+00,    1.520558E+06,    0.000000E+00,    2.679611E+06,    4.729246E+05,    0.000000E+00,    0.000000E+00,    1.118001E+05,    0.000000E+00,    8.994136E+03,    2.085906E+06,    0.000000E+00,    2.679624E+06,   -1.354499E+01,   -5.054822E-04,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.315000E+03,              76,              31,               1,    1.406438E+03,    0.000000E+00,    4.921400E+04,    0.000000E+00,    8.331350E+05,    0.000000E+00,    1.716489E+06,    0.000000E+00,    2.600245E+06,    2.413143E+05,    0.000000E+00,    0.000000E+00,    1.353441E+05,    0.000000E+00,    1.429856E+04,    2.209292E+06,    0.000000E+00,    2.600249E+06,   -4.473859E+00,   -1.720551E-04,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.343000E+03,              77,              28,               1,    1.810796E+05,    0.000000E+00,    4.921400E+04,    4.954110E-02,    9.599695E+03,    0.000000E+00,    1.185194E+06,    0.000000E+00,    1.425087E+06,    7.268196E+03,    0.000000E+00,    0.000000E+00,    1.557486E+04,    0.000000E+00,    1.035298E+04,    1.392188E+06,    0.000000E+00,    1.425384E+06,   -2.965061E+02,   -2.080401E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.374000E+03,              78,              31,               1,    8.577848E+04,    0.000000E+00,    4.921400E+04,    0.000000E+00,    3.841601E+04,    0.000000E+00,    1.083724E+06,    0.000000E+00,    1.257133E+06,    5.146507E+03,    0.000000E+00,    2.598000E+01,    1.989499E+04,    0.000000E+00,    7.985752E+01,    1.232316E+06,    0.000000E+00,    1.257463E+06,   -3.305477E+02,   -2.629032E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.404000E+03,              79,              30,               1,    7.089006E+04,    0.000000E+00,    1.339040E+05,    1.681460E-01,    6.271796E+03,    0.000000E+00,    1.110526E+06,    0.000000E+00,    1.321592E+06,    1.507941E+04,    0.000000E+00,    8.400613E+04,    1.602767E+04,    0.000000E+00,    1.034514E+02,    1.206372E+06,    0.000000E+00,    1.321589E+06,    3.635756E+00,    2.751046E-04,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.435000E+03,              80,              31,               1,    1.362791E+05,    0.000000E+00,    1.339040E+05,    0.000000E+00,    2.978802E+03,    0.000000E+00,    1.026034E+06,    0.000000E+00,    1.299195E+06,    4.495292E+03,    0.000000E+00,    3.558712E+05,    1.282777E+04,    0.000000E+00,    1.158961E+03,    9.248293E+05,    0.000000E+00,    1.299183E+06,    1.288840E+01,    9.920343E-04,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.465000E+03,              81,              30,               1,    1.600021E+05,    0.000000E+00,    8.469000E+04,    0.000000E+00,    8.321865E+04,    0.000000E+00,    7.708491E+05,    0.000000E+00,    1.098760E+06,    7.527926E+03,    0.000000E+00,    3.416991E+05,    2.119309E+04,    0.000000E+00,    1.174010E+03,    7.272703E+05,    0.000000E+00,    1.098865E+06,   -1.046524E+02,   -9.524143E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.496000E+03,              82,              31,               1,    2.123916E+05,    0.000000E+00,    8.469000E+04,    0.000000E+00,    5.507591E+04,    0.000000E+00,    3.793508E+05,    0.000000E+00,    7.315083E+05,    3.757420E+03,    0.000000E+00,    2.469124E+05,    1.449777E+04,    0.000000E+00,    6.171190E+02,    4.659112E+05,    0.000000E+00,    7.316959E+05,   -1.876434E+02,   -2.564829E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.527000E+03,              83,              31,               1,    1.174399E+05,    0.000000E+00,    0.000000E+00,    0.000000E+00,    5.948605E+04,    0.000000E+00,    4.478576E+05,    0.000000E+00,    6.247836E+05,    3.780693E+04,    0.000000E+00,    2.749985E+04,    1.079951E+04,    0.000000E+00,    2.476208E+01,    5.489564E+05,    0.000000E+00,    6.250875E+05,   -3.038609E+02,   -4.862276E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.557000E+03,              84,              30,               1,    7.844537E+04,    0.000000E+00,    0.000000E+00,    0.000000E+00,    3.661693E+04,    0.000000E+00,    4.817718E+05,    0.000000E+00,    5.968341E+05,    3.077501E+04,    0.000000E+00,    6.134659E+03,    1.109958E+04,    0.000000E+00,    6.266437E-01,    5.492874E+05,    0.000000E+00,    5.972973E+05,   -4.631705E+02,   -7.757446E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.588000E+03,              85,              31,               1,    2.484932E+04,    0.000000E+00,    4.921400E+04,    0.000000E+00,    8.070482E+04,    0.000000E+00,    6.733819E+05,    0.000000E+00,    8.281500E+05,    1.315694E+05,    0.000000E+00,    1.068627E+03,    1.399126E+04,    0.000000E+00,    3.049297E-01,    6.813585E+05,    0.000000E+00,    8.279881E+05,    1.618896E+02,    1.955025E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.618000E+03,              86,              30,               1,    4.384478E+03,    0.000000E+00,    4.921400E+04,    0.000000E+00,    2.472667E+05,    0.000000E+00,    7.770266E+05,    0.000000E+00,    1.077892E+06,    1.591147E+05,    0.000000E+00,    0.000000E+00,    2.088248E+04,    0.000000E+00,    9.306614E+02,    8.967259E+05,    0.000000E+00,    1.077654E+06,    2.380882E+02,    2.209076E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.649000E+03,              87,              31,               1,    1.062211E+04,    0.000000E+00,    4.921400E+04,    0.000000E+00,    1.309166E+05,    0.000000E+00,    8.292248E+05,    0.000000E+00,    1.019977E+06,    5.994715E+04,    0.000000E+00,    0.000000E+00,    1.280079E+04,    0.000000E+00,    4.558853E+03,    9.423292E+05,    0.000000E+00,    1.019636E+06,    3.415001E+02,    3.348675E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.680000E+03,              88,              31,               1,    3.163429E+02,    0.000000E+00,    4.921400E+04,    0.000000E+00,    7.939119E+05,    0.000000E+00,    1.234667E+06,    0.000000E+00,    2.078109E+06,    3.155993E+05,    0.000000E+00,    0.000000E+00,    5.997091E+04,    0.000000E+00,    8.583368E+03,    1.693968E+06,    0.000000E+00,    2.078122E+06,   -1.277585E+01,   -6.147805E-04,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.708000E+03,              89,              28,               1,    8.258075E+04,    0.000000E+00,    4.921400E+04,    1.681197E-01,    5.275490E+03,    0.000000E+00,    1.364342E+06,    0.000000E+00,    1.501412E+06,    4.038940E+03,    0.000000E+00,    0.000000E+00,    1.201942E+04,    0.000000E+00,    9.150567E+03,    1.476433E+06,    0.000000E+00,    1.501642E+06,   -2.293218E+02,   -1.527258E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.739000E+03,              90,              31,               1,    4.006524E+03,    0.000000E+00,    4.921400E+04,    0.000000E+00,    1.801671E+05,    0.000000E+00,    1.563854E+06,    0.000000E+00,    1.797242E+06,    4.192162E+04,    0.000000E+00,    0.000000E+00,    4.546192E+04,    0.000000E+00,    2.427736E+02,    1.709443E+06,    0.000000E+00,    1.797069E+06,    1.725733E+02,    9.602583E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.769000E+03,              91,              30,               1,    7.079189E+04,    0.000000E+00,    1.339040E+05,    0.000000E+00,    6.569530E+03,    0.000000E+00,    1.268160E+06,    0.000000E+00,    1.479425E+06,    1.481228E+04,    0.000000E+00,    5.236808E+04,    1.575010E+04,    0.000000E+00,    9.011518E+01,    1.396749E+06,    0.000000E+00,    1.479769E+06,   -3.438944E+02,   -2.324243E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.800000E+03,              92,              31,               1,    4.783487E+04,    0.000000E+00,    1.339040E+05,    0.000000E+00,    5.083621E+04,    0.000000E+00,    1.362656E+06,    0.000000E+00,    1.595231E+06,    1.040474E+04,    0.000000E+00,    1.540821E+05,    1.629639E+04,    0.000000E+00,    1.088692E+02,    1.414364E+06,    0.000000E+00,    1.595257E+06,   -2.536207E+01,   -1.589856E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.830000E+03,              93,              30,               1,    8.515420E+04,    0.000000E+00,    8.469000E+04,    0.000000E+00,    1.405224E+05,    0.000000E+00,    1.407519E+06,    0.000000E+00,    1.717886E+06,    1.478902E+04,    0.000000E+00,    3.316794E+05,    3.046868E+04,    0.000000E+00,    7.569793E+02,    1.340255E+06,    0.000000E+00,    1.717949E+06,   -6.331241E+01,   -3.685416E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.861000E+03,              94,              31,               1,    1.200464E+05,    0.000000E+00,    8.469000E+04,    0.000000E+00,    1.249452E+05,    0.000000E+00,    1.033647E+06,    0.000000E+00,    1.363329E+06,    5.512614E+03,    0.000000E+00,    4.114386E+05,    2.962066E+04,    0.000000E+00,    1.303243E+03,    9.155026E+05,    0.000000E+00,    1.363378E+06,   -4.874934E+01,   -3.575693E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.892000E+03,              95,              31,               1,    3.143446E+05,    0.000000E+00,    0.000000E+00,    0.000000E+00,    8.980378E+04,    0.000000E+00,    4.307347E+05,    0.000000E+00,    8.348830E+05,    3.029574E+02,    0.000000E+00,    3.949093E+05,    1.694248E+04,    0.000000E+00,    8.322912E+02,    4.220942E+05,    0.000000E+00,    8.350813E+05,   -1.982272E+02,   -2.374029E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.922000E+03,              96,              30,               1,    1.359592E+05,    0.000000E+00,    0.000000E+00,    0.000000E+00,    6.133287E+04,    0.000000E+00,    3.717058E+05,    0.000000E+00,    5.689978E+05,    3.339622E+04,    0.000000E+00,    6.774473E+04,    1.017411E+04,    0.000000E+00,    4.492361E+02,    4.574399E+05,    0.000000E+00,    5.692042E+05,   -2.063726E+02,   -3.626292E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.953000E+03,              97,              31,               1,    3.918221E+04,    0.000000E+00,    4.921400E+04,    0.000000E+00,    4.238525E+04,    0.000000E+00,    6.585646E+05,    0.000000E+00,    7.893461E+05,    1.331721E+05,    0.000000E+00,    1.467550E+04,    9.708500E+03,    0.000000E+00,    1.399381E+02,    6.313901E+05,    0.000000E+00,    7.890861E+05,    2.599729E+02,    3.294065E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    2.983000E+03,              98,              30,               1,    1.359548E+03,    0.000000E+00,    4.921400E+04,    0.000000E+00,    5.398477E+05,    0.000000E+00,    1.009044E+06,    0.000000E+00,    1.599465E+06,    2.738174E+05,    0.000000E+00,    0.000000E+00,    3.391773E+04,    0.000000E+00,    4.473711E+03,    1.286951E+06,    0.000000E+00,    1.599160E+06,    3.053812E+02,    1.909452E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.014000E+03,              99,              31,               1,    1.500814E+04,    0.000000E+00,    4.921400E+04,    3.246766E-02,    1.584732E+05,    0.000000E+00,    1.117487E+06,    0.000000E+00,    1.340182E+06,    5.312685E+04,    0.000000E+00,    0.000000E+00,    1.655952E+04,    0.000000E+00,    5.608844E+03,    1.264923E+06,    0.000000E+00,    1.340218E+06,   -3.577287E+01,   -2.669218E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.045000E+03,             100,              31,               1,    3.247703E+01,    0.000000E+00,    4.921400E+04,    0.000000E+00,    6.838217E+05,    0.000000E+00,    1.130415E+06,    0.000000E+00,    1.863483E+06,    2.323246E+05,    0.000000E+00,    0.000000E+00,    5.125373E+04,    0.000000E+00,    1.159114E+04,    1.568321E+06,    0.000000E+00,    1.863490E+06,   -6.952825E+00,   -3.731084E-04,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.073000E+03,             101,              28,               1,    6.358131E+04,    0.000000E+00,    4.921400E+04,    0.000000E+00,    6.329209E+04,    0.000000E+00,    1.340358E+06,    0.000000E+00,    1.516446E+06,    6.833249E+03,    0.000000E+00,    0.000000E+00,    1.168323E+04,    0.000000E+00,    1.547947E+04,    1.482431E+06,    0.000000E+00,    1.516427E+06,    1.876657E+01,    1.237544E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.104000E+03,             102,              31,               1,    4.631609E+04,    0.000000E+00,    4.921400E+04,    0.000000E+00,    3.168005E+04,    0.000000E+00,    1.327227E+06,    0.000000E+00,    1.454437E+06,    2.598448E+03,    0.000000E+00,    7.972000E+00,    1.764634E+04,    0.000000E+00,    9.506723E+01,    1.434046E+06,    0.000000E+00,    1.454394E+06,    4.316317E+01,    2.967732E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.134000E+03,             103,              30,               1,    6.684692E+04,    0.000000E+00,    1.339040E+05,    0.000000E+00,    7.507675E+02,    0.000000E+00,    1.248031E+06,    0.000000E+00,    1.449532E+06,    1.414879E+04,    0.000000E+00,    1.087893E+05,    1.462176E+04,    0.000000E+00,    9.218095E+01,    1.311879E+06,    0.000000E+00,    1.449531E+06,    9.733050E-01,    6.714617E-05,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.165000E+03,             104,              31,               1,    9.123942E+04,    0.000000E+00,    1.339040E+05,    0.000000E+00,    9.187615E+02,    0.000000E+00,    1.379076E+06,    0.000000E+00,    1.605139E+06,    5.354307E+03,    0.000000E+00,    3.209853E+05,    1.243710E+04,    0.000000E+00,    1.096500E+03,    1.265297E+06,    0.000000E+00,    1.605170E+06,   -3.123875E+01,   -1.946152E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.195000E+03,             105,              30,               1,    1.013855E+05,    0.000000E+00,    8.469000E+04,    0.000000E+00,    7.106088E+04,    0.000000E+00,    1.273342E+06,    0.000000E+00,    1.530478E+06,    8.654059E+03,    0.000000E+00,    3.955315E+05,    2.152367E+04,    0.000000E+00,    1.320972E+03,    1.103521E+06,    0.000000E+00,    1.530551E+06,   -7.309481E+01,   -4.775831E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.226000E+03,             106,              31,               1,    1.941706E+05,    0.000000E+00,    8.469000E+04,    0.000000E+00,    1.002756E+05,    0.000000E+00,    7.158483E+05,    0.000000E+00,    1.094984E+06,    5.206746E+03,    0.000000E+00,    4.225819E+05,    2.353890E+04,    0.000000E+00,    1.036503E+03,    6.427945E+05,    0.000000E+00,    1.095159E+06,   -1.741220E+02,   -1.590051E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.257000E+03,             107,              31,               1,    2.869827E+05,    0.000000E+00,    0.000000E+00,    0.000000E+00,    6.838472E+04,    0.000000E+00,    3.601930E+05,    0.000000E+00,    7.155604E+05,    2.094365E+02,    0.000000E+00,    3.649828E+05,    1.195774E+04,    0.000000E+00,    5.910631E+02,    3.378737E+05,    0.000000E+00,    7.156147E+05,   -5.426213E+01,   -7.582877E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.287000E+03,             108,              30,               1,    1.378609E+05,    0.000000E+00,    0.000000E+00,    0.000000E+00,    4.224417E+04,    0.000000E+00,    3.317647E+05,    0.000000E+00,    5.118697E+05,    3.091032E+04,    0.000000E+00,    7.816624E+04,    7.338300E+03,    0.000000E+00,    1.780239E+03,    3.936807E+05,    0.000000E+00,    5.118758E+05,   -6.067245E+00,   -1.185303E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.318000E+03,             109,              31,               1,    5.250040E+04,    0.000000E+00,    4.921400E+04,    0.000000E+00,    2.867994E+04,    0.000000E+00,    5.292054E+05,    0.000000E+00,    6.595998E+05,    1.006398E+05,    0.000000E+00,    2.135963E+04,    7.818291E+03,    0.000000E+00,    6.100655E+02,    5.289490E+05,    0.000000E+00,    6.593768E+05,    2.229987E+02,    3.381390E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.348000E+03,             110,              30,               1,    1.115036E+04,    0.000000E+00,    4.921400E+04,    0.000000E+00,    1.222223E+05,    0.000000E+00,    8.031728E+05,    0.000000E+00,    9.857595E+05,    1.774062E+05,    0.000000E+00,    0.000000E+00,    6.320418E+03,    0.000000E+00,    2.503846E+03,    7.993717E+05,    0.000000E+00,    9.856022E+05,    1.573532E+02,    1.596391E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.379000E+03,             111,              31,               1,    1.350992E+04,    0.000000E+00,    4.921400E+04,    0.000000E+00,    5.324789E+04,    0.000000E+00,    8.439759E+05,    0.000000E+00,    9.599477E+05,    7.113509E+04,    0.000000E+00,    0.000000E+00,    6.200058E+03,    0.000000E+00,    2.720303E+03,    8.796210E+05,    0.000000E+00,    9.596765E+05,    2.711905E+02,    2.825454E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.410000E+03,             112,              31,               1,    1.073274E+03,    0.000000E+00,    4.921400E+04,    0.000000E+00,    5.094351E+05,    0.000000E+00,    1.102077E+06,    0.000000E+00,    1.661800E+06,    2.477009E+05,    0.000000E+00,    0.000000E+00,    3.279563E+04,    0.000000E+00,    5.804679E+03,    1.375184E+06,    0.000000E+00,    1.661485E+06,    3.143928E+02,    1.892060E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.439000E+03,             113,              29,               1,    2.947278E+04,    0.000000E+00,    4.921400E+04,    2.095605E-01,    6.286422E+04,    0.000000E+00,    1.208744E+06,    0.000000E+00,    1.350295E+06,    2.435388E+04,    0.000000E+00,    0.000000E+00,    1.075544E+04,    0.000000E+00,    9.276319E+03,    1.306309E+06,    0.000000E+00,    1.350695E+06,   -3.996449E+02,   -2.959248E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.470000E+03,             114,              31,               1,    3.665951E+03,    0.000000E+00,    4.921400E+04,    0.000000E+00,    1.666687E+05,    0.000000E+00,    1.207833E+06,    0.000000E+00,    1.427381E+06,    4.628649E+04,    0.000000E+00,    0.000000E+00,    2.108021E+04,    0.000000E+00,    1.043242E+02,    1.359820E+06,    0.000000E+00,    1.427291E+06,    9.001661E+01,    6.306616E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.500000E+03,             115,              30,               1,    1.753996E+04,    0.000000E+00,    1.339040E+05,    0.000000E+00,    5.087159E+04,    0.000000E+00,    1.272865E+06,    0.000000E+00,    1.475180E+06,    3.912883E+04,    0.000000E+00,    1.129102E+03,    1.487052E+04,    0.000000E+00,    9.946091E+01,    1.419989E+06,    0.000000E+00,    1.475217E+06,   -3.625522E+01,   -2.457650E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.531000E+03,             116,              31,               1,    1.000341E+05,    0.000000E+00,    1.339040E+05,    1.466231E-02,    2.901276E+03,    0.000000E+00,    1.205448E+06,    0.000000E+00,    1.442287E+06,    6.071103E+03,    0.000000E+00,    2.752429E+05,    1.250606E+04,    0.000000E+00,    1.081636E+02,    1.148340E+06,    0.000000E+00,    1.442268E+06,    1.884100E+01,    1.306336E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.561000E+03,             117,              30,               1,    6.932735E+04,    0.000000E+00,    8.469000E+04,    0.000000E+00,    2.422791E+04,    0.000000E+00,    1.036968E+06,    0.000000E+00,    1.215213E+06,    6.474782E+03,    0.000000E+00,    1.716982E+05,    1.389235E+04,    0.000000E+00,    7.139778E+02,    1.022462E+06,    0.000000E+00,    1.215241E+06,   -2.808103E+01,   -2.310764E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.592000E+03,             118,              31,               1,    2.396211E+05,    0.000000E+00,    8.469000E+04,    0.000000E+00,    7.871235E+04,    0.000000E+00,    4.697279E+05,    0.000000E+00,    8.727513E+05,    6.284746E+03,    0.000000E+00,    3.215589E+05,    1.684193E+04,    0.000000E+00,    9.684110E+02,    5.273216E+05,    0.000000E+00,    8.729757E+05,   -2.243747E+02,   -2.570559E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.623000E+03,             119,              31,               1,    4.166722E+05,    0.000000E+00,    0.000000E+00,    0.000000E+00,    5.349877E+04,    0.000000E+00,    2.266264E+05,    0.000000E+00,    6.967974E+05,    1.462846E+02,    0.000000E+00,    4.441507E+05,    6.018714E+03,    0.000000E+00,    2.301174E+03,    2.442393E+05,    0.000000E+00,    6.968562E+05,   -5.871993E+01,   -8.426761E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.653000E+03,             120,              30,               1,    1.511597E+05,    0.000000E+00,    0.000000E+00,    0.000000E+00,    2.671226E+04,    0.000000E+00,    2.870821E+05,    0.000000E+00,    4.649540E+05,    6.739708E+04,    0.000000E+00,    8.598197E+04,    1.779737E+03,    0.000000E+00,    7.632101E+03,    3.021821E+05,    0.000000E+00,    4.649730E+05,   -1.893413E+01,   -4.072176E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.684000E+03,             121,              31,               1,    4.817478E+04,    0.000000E+00,    4.921400E+04,    0.000000E+00,    4.908370E+04,    0.000000E+00,    4.778839E+05,    0.000000E+00,    6.243564E+05,    1.265502E+05,    0.000000E+00,    1.477737E+04,    7.030631E+03,    0.000000E+00,    8.555882E+01,    4.755699E+05,    0.000000E+00,    6.240137E+05,    3.426971E+02,    5.490312E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.714000E+03,             122,              30,               1,    2.914977E+04,    0.000000E+00,    4.921400E+04,    0.000000E+00,    1.381176E+04,    0.000000E+00,    6.149164E+05,    0.000000E+00,    7.070919E+05,    1.459953E+05,    0.000000E+00,    0.000000E+00,    5.765596E+03,    0.000000E+00,    1.653070E+03,    5.535279E+05,    0.000000E+00,    7.069419E+05,    1.499608E+02,    2.121035E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.745000E+03,             123,              31,               1,    1.393025E+04,    0.000000E+00,    4.921400E+04,    0.000000E+00,    3.981831E+04,    0.000000E+00,    7.027943E+05,    0.000000E+00,    8.057569E+05,    9.277828E+04,    0.000000E+00,    0.000000E+00,    5.105311E+03,    0.000000E+00,    2.275531E+03,    7.053773E+05,    0.000000E+00,    8.055364E+05,    2.205091E+02,    2.737044E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.776000E+03,             124,              31,               1,    7.645995E+03,    0.000000E+00,    4.921400E+04,    0.000000E+00,    5.463641E+04,    0.000000E+00,    7.000418E+05,    0.000000E+00,    8.115382E+05,    5.569261E+04,    0.000000E+00,    0.000000E+00,    4.605972E+03,    0.000000E+00,    3.032346E+03,    7.482384E+05,    0.000000E+00,    8.115694E+05,   -3.118772E+01,   -3.842964E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.804000E+03,             125,              28,               1,    9.291994E+03,    0.000000E+00,    4.921400E+04,    0.000000E+00,    3.502261E+04,    0.000000E+00,    7.391693E+05,    0.000000E+00,    8.326978E+05,    5.044811E+04,    0.000000E+00,    0.000000E+00,    4.286468E+03,    0.000000E+00,    3.706038E+03,    7.738901E+05,    0.000000E+00,    8.323307E+05,    3.671827E+02,    4.410528E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.835000E+03,             126,              31,               1,    4.193478E+03,    0.000000E+00,    4.921400E+04,    0.000000E+00,    7.408705E+04,    0.000000E+00,    9.584574E+05,    0.000000E+00,    1.085952E+06,    8.509569E+04,    0.000000E+00,    1.609478E+04,    7.723780E+03,    0.000000E+00,    3.090811E+01,    9.768657E+05,    0.000000E+00,    1.085811E+06,    1.410159E+02,    1.298631E-02,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.865000E+03,             127,              30,               1,    4.660509E+04,    0.000000E+00,    1.339040E+05,    1.066360E-02,    6.822084E+03,    0.000000E+00,    8.436782E+05,    0.000000E+00,    1.031009E+06,    2.524170E+04,    0.000000E+00,    1.439336E+05,    8.067740E+03,    0.000000E+00,    7.652297E+00,    8.537963E+05,    0.000000E+00,    1.031047E+06,   -3.761658E+01,   -3.648453E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.896000E+03,             128,              31,               1,    7.364505E+04,    0.000000E+00,    1.339040E+05,    0.000000E+00,    6.996257E+03,    0.000000E+00,    9.190832E+05,    0.000000E+00,    1.133628E+06,    9.357885E+03,    0.000000E+00,    3.601339E+05,    7.538176E+03,    0.000000E+00,    4.360396E+02,    7.561648E+05,    0.000000E+00,    1.133631E+06,   -2.379725E+00,   -2.099208E-04,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.926000E+03,             129,              30,               1,    3.873886E+05,    0.000000E+00,    8.469000E+04,    0.000000E+00,    4.621126E+04,    0.000000E+00,    2.654286E+05,    0.000000E+00,    7.837184E+05,    5.245034E+03,    0.000000E+00,    4.634102E+05,    5.740331E+03,    0.000000E+00,    4.510691E+02,    3.089325E+05,    0.000000E+00,    7.837791E+05,   -6.073951E+01,   -7.749869E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.957000E+03,             130,              31,               1,    4.070391E+05,    0.000000E+00,    8.469000E+04,    0.000000E+00,    5.060508E+04,    0.000000E+00,    1.523407E+05,    0.000000E+00,    6.946749E+05,    2.395883E+03,    0.000000E+00,    5.137724E+05,    2.710327E+02,    0.000000E+00,    6.894116E+03,    1.713288E+05,    0.000000E+00,    6.946622E+05,    1.270717E+01,    1.829242E-03,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
    3.988000E+03,             131,              31,               1,    4.696153E+05,    0.000000E+00,    0.000000E+00,    0.000000E+00,    4.383296E+04,    0.000000E+00,    8.660376E+04,    0.000000E+00,    6.000520E+05,    1.448678E+02,    0.000000E+00,    4.930953E+05,    1.235227E+02,    0.000000E+00,    5.321288E+03,    1.013631E+05,    0.000000E+00,    6.000480E+05,    3.941446E+00,    6.568530E-04,    0.000000E+00,    0.000000E+00,    0.000000E+00,    0.000000E+00,
